numerai_ticker,iex_ticker
SFT US,SFT
PAYA US,PAYA
MSP US,MSP
CERE US,CERE
SQZ US,SQZ
LESL US,LESL
AVIR US,AVIR
GATO US,GATO
ALGM US,ALGM
FSR US,FSR
TLMD US,TLMD
SBGI US,SBGI
DISH US,DISH
HA US,HA
PLAY US,PLAY
GIC US,GIC
WAB US,WAB
EAF US,EAF
AAWW US,AAWW
KFRC US,KFRC
IART US,IART
ACGL US,ACGL
SMSI US,SMSI
MD US,MD
NOVT US,NOVT
RE US,RE
MYGN US,MYGN
RNR US,RNR
POOL US,POOL
DVA US,DVA
BANR US,BANR
OPK US,OPK
HSIC US,HSIC
AEIS US,AEIS
EL US,EL
WAT US,WAT
SAM US,SAM
FFIC US,FFIC
NTAP US,NTAP
NWPX US,NWPX
NVAX US,NVAX
CTXS US,CTXS
NUAN US,NUAN
HTLF US,HTLF
TGTX US,TGTX
MSM US,MSM
HIG US,HIG
SCCO US,SCCO
LNDC US,LNDC
CTLP US,CTLP
CMCO US,CMCO
CSGS US,CSGS
HUBG US,HUBG
ABUS US,ABUS
CENX US,CENX
SASR US,SASR
TRV US,TRV
SYKE US,SYKE
FCN US,FCN
TUP US,TUP
NBIX US,NBIX
SSNC US,SSNC
SBSI US,SBSI
RUSHA US,RUSHA
ANSS US,ANSS
DCOM US,DCOM
FDS US,FDS
QGEN US,QGEN
OCFC US,OCFC
PEGA US,PEGA
STRA US,STRA
GERN US,GERN
TTEC US,TTEC
GES US,GES
SRCL US,SRCL
ANF US,ANF
ENDP US,ENDP
SPPI US,SPPI
ATRS US,ATRS
BJRI US,BJRI
HIBB US,HIBB
WTFC US,WTFC
PAG US,PAG
TGI US,TGI
NOV US,NOV
UNFI US,UNFI
PLUS US,PLUS
NUS US,NUS
STLD US,STLD
FORR US,FORR
VSAT US,VSAT
DGX US,DGX
LAD US,LAD
HLIO US,HLIO
CALM US,CALM
NSP US,NSP
CERS US,CERS
VCEL US,VCEL
MTN US,MTN
CIEN US,CIEN
SLGN US,SLGN
KMX US,KMX
EEFT US,EEFT
SSB US,SSB
TTWO US,TTWO
EMKR US,EMKR
FBC US,FBC
RMBS US,RMBS
AMZN US,AMZN
UCBI US,UCBI
QRVO US,QRVO
SRPT US,SRPT
RL US,RL
MMS US,MMS
SLP US,SLP
PPBI US,PPBI
FIX US,FIX
HLX US,HLX
AROC US,AROC
HSKA US,HSKA
EGHT US,EGHT
OZK US,OZK
JLL US,JLL
QADA US,QADA
UMPQ US,UMPQ
BFAM US,BFAM
PSMT US,PSMT
MTOR US,MTOR
YUM US,YUM
FARO US,FARO
PLCE US,PLCE
NAT US,NAT
CAC US,CAC
INVE US,INVE
SRI US,SRI
OSIS US,OSIS
CHRW US,CHRW
CHH US,CHH
DRQ US,DRQ
MBWM US,MBWM
CWST US,CWST
GPI US,GPI
MTD US,MTD
SAH US,SAH
AMG US,AMG
INGR US,INGR
POWI US,POWI
URI US,URI
HOPE US,HOPE
HFWA US,HFWA
SCS US,SCS
VRSN US,VRSN
MRCY US,MRCY
PWR US,PWR
CNXN US,CNXN
SRDX US,SRDX
OSPN US,OSPN
FHI US,FHI
TPB US,TPB
AMCR US,AMCR
NLSN US,NLSN
NCLH US,NCLH
BRKL US,BRKL
COLM US,COLM
UUUU US,UUUU
PGC US,PGC
PFBC US,PFBC
HTBK US,HTBK
LBAI US,LBAI
MANH US,MANH
AXTI US,AXTI
HZO US,HZO
MSTR US,MSTR
EGBN US,EGBN
CTSH US,CTSH
RH US,RH
DOX US,DOX
CSGP US,CSGP
RSG US,RSG
SMED US,SMED
EBAY US,EBAY
GS US,GS
SWBI US,SWBI
PB US,PB
SNBR US,SNBR
GDEN US,GDEN
EFSC US,EFSC
STL US,STL
NVDA US,NVDA
AXL US,AXL
AUD US,AUD
EWBC US,EWBC
APTV US,APTV
EPAY US,EPAY
KFY US,KFY
MKSI US,MKSI
BKNG US,BKNG
TREX US,TREX
CFFN US,CFFN
EXTR US,EXTR
HSII US,HSII
CNX US,CNX
TOWN US,TOWN
WCC US,WCC
USCR US,USCR
FFIV US,FFIV
SKX US,SKX
UTHR US,UTHR
FISI US,FISI
JNPR US,JNPR
ECPG US,ECPG
JCOM US,JCOM
BMRN US,BMRN
LII US,LII
PRFT US,PRFT
FLWS US,FLWS
NTCT US,NTCT
EGAN US,EGAN
BLK US,BLK
CIR US,CIR
WWE US,WWE
SFST US,SFST
AKAM US,AKAM
PLUG US,PLUG
NEO US,NEO
KTOS US,KTOS
CHTR US,CHTR
EXPE US,EXPE
ONTO US,ONTO
A US,A
TDY US,TDY
PKG US,PKG
ZYXI US,ZYXI
AGEN US,AGEN
SLAB US,SLAB
EW US,EW
EPC US,EPC
RIGL US,RIGL
CCMP US,CCMP
HSTM US,HSTM
MET US,MET
LXRX US,LXRX
LPSN US,LPSN
SGMO US,SGMO
EXEL US,EXEL
ON US,ON
CEVA US,CEVA
RBBN US,RBBN
NRG US,NRG
INSM US,INSM
PACW US,PACW
VC US,VC
ISRG US,ISRG
CRL US,CRL
MRVL US,MRVL
BHLB US,BHLB
ENTG US,ENTG
ACLS US,ACLS
MAXR US,MAXR
SAVA US,SAVA
ARNA US,ARNA
ILMN US,ILMN
CRIS US,CRIS
BRKR US,BRKR
PNFP US,PNFP
MCO US,MCO
TTMI US,TTMI
AWH US,AWH
ITGR US,ITGR
TPR US,TPR
TNET US,TNET
INSG US,INSG
EXAS US,EXAS
RGP US,RGP
ALGN US,ALGN
GRMN US,GRMN
SGEN US,SGEN
HBIO US,HBIO
DVAX US,DVAX
ACAD US,ACAD
GPN US,GPN
OIS US,OIS
NOG US,NOG
BTU US,BTU
SYNA US,SYNA
MDLZ US,MDLZ
OMCL US,OMCL
PRU US,PRU
ACN US,ACN
AXON US,AXON
ADS US,ADS
WLTW US,WLTW
MVBF US,MVBF
CCRN US,CCRN
BG US,BG
PDFS US,PDFS
AMN US,AMN
ZBH US,ZBH
ABG US,ABG
XPO US,XPO
ANTM US,ANTM
GME US,GME
WW US,WW
CNC US,CNC
PFG US,PFG
AAP US,AAP
AYI US,AYI
MANT US,MANT
CORT US,CORT
CUTR US,CUTR
CCOI US,CCOI
VRNT US,VRNT
DS US,DS
JBLU US,JBLU
NFLX US,NFLX
CVGW US,CVGW
CPSI US,CPSI
OSTK US,OSTK
ACM US,ACM
BDSI US,BDSI
TDG US,TDG
TA US,TA
FORM US,FORM
KIRK US,KIRK
RRGB US,RRGB
NPO US,NPO
CME US,CME
NXST US,NXST
WYNN US,WYNN
NDAQ US,NDAQ
BANC US,BANC
CIT US,CIT
DKS US,DKS
CRI US,CRI
PFS US,PFS
TCBI US,TCBI
PRAA US,PRAA
SAIA US,SAIA
XEC US,XEC
OTRK US,OTRK
HALO US,HALO
FBMS US,FBMS
MOH US,MOH
AXS US,AXS
NTGR US,NTGR
ATSG US,ATSG
WLL US,WLL
LKQ US,LKQ
SNX US,SNX
AEL US,AEL
CONN US,CONN
TPX US,TPX
HTH US,HTH
CMP US,CMP
VST US,VST
CRM US,CRM
MEIP US,MEIP
GNW US,GNW
CYTK US,CYTK
SP US,SP
MKTX US,MKTX
BGS US,BGS
DPZ US,DPZ
MA US,MA
GOOGL US,GOOGL
MNKD US,MNKD
WTI US,WTI
STXS US,STXS
TXRH US,TXRH
BECN US,BECN
SFL US,SFL
WLK US,WLK
MRTX US,MRTX
SBNY US,SBNY
VVI US,VVI
MPWR US,MPWR
ENS US,ENS
ORA US,ORA
MIC US,MIC
BXC US,BXC
LVS US,LVS
KRNY US,KRNY
HURN US,HURN
CNSL US,CNSL
MOS US,MOS
CYRX US,CYRX
CE US,CE
PBH US,PBH
WEX US,WEX
XPEL US,XPEL
HUN US,HUN
LHCG US,LHCG
EXLS US,EXLS
AMTX US,AMTX
LAZ US,LAZ
AX US,AX
CORE US,CORE
DXCM US,DXCM
INFO US,INFO
RLGT US,RLGT
ZUMZ US,ZUMZ
BLDR US,BLDR
CTRN US,CTRN
KOP US,KOP
ALTO US,ALTO
ICE US,ICE
EVRI US,EVRI
EGLE US,EGLE
ATRC US,ATRC
RUTH US,RUTH
WAL US,WAL
JRVR US,JRVR
GNK US,GNK
CF US,CF
CTSO US,CTSO
THS US,THS
DISCA US,DISCA
TROX US,TROX
ISBC US,ISBC
IRBT US,IRBT
SPR US,SPR
ACCO US,ACCO
ROLL US,ROLL
AMSF US,AMSF
HOMB US,HOMB
BKD US,BKD
CCO US,CCO
AMP US,AMP
CROX US,CROX
SPWR US,SPWR
UAA US,UAA
LDOS US,LDOS
ZIOP US,ZIOP
DHT US,DHT
FNF US,FNF
URG US,URG
LYV US,LYV
UEC US,UEC
HEES US,HEES
CMG US,CMG
FIS US,FIS
KRA US,KRA
MWA US,MWA
ATEC US,ATEC
VG US,VG
DK US,DK
LUNA US,LUNA
HBMD US,HBMD
PFPT US,PFPT
GOGO US,GOGO
CUBI US,CUBI
HTBI US,HTBI
ORMP US,ORMP
RDUS US,RDUS
POST US,POST
SPLK US,SPLK
FB US,FB
FANG US,FANG
PSX US,PSX
PBYI US,PBYI
GMED US,GMED
NOW US,NOW
BLMN US,BLMN
PANW US,PANW
FIVE US,FIVE
RLGY US,RLGY
PGTI US,PGTI
CVLT US,CVLT
PTCT US,PTCT
QRTEA US,QRTEA
SEM US,SEM
KBR US,KBR
EHTH US,EHTH
LMAT US,LMAT
INFU US,INFU
ICFI US,ICFI
TNL US,TNL
EVR US,EVR
ORBC US,ORBC
ALGT US,ALGT
FOLD US,FOLD
WU US,WU
CELH US,CELH
HBI US,HBI
FSLR US,FSLR
BYRN US,BYRN
INFI US,INFI
FRST US,FRST
WLDN US,WLDN
PRIM US,PRIM
AWI US,AWI
SBH US,SBH
IPGP US,IPGP
CPRX US,CPRX
ATHX US,ATHX
EBS US,EBS
AIMC US,AIMC
TAST US,TAST
CLNE US,CLNE
AVAV US,AVAV
NCMI US,NCMI
SMCI US,SMCI
AVNW US,AVNW
EIG US,EIG
PRTS US,PRTS
ARAY US,ARAY
IBKR US,IBKR
UFS US,UFS
BR US,BR
BX US,BX
CNK US,CNK
CAI US,CAI
TTGT US,TTGT
PODD US,PODD
INFN US,INFN
JAZZ US,JAZZ
LLNW US,LLNW
CDXC US,CDXC
DFS US,DFS
PRO US,PRO
SCOR US,SCOR
MASI US,MASI
ALSN US,ALSN
G US,G
VMW US,VMW
TDC US,TDC
MSCI US,MSCI
LPLA US,LPLA
CVI US,CVI
ULTA US,ULTA
APEI US,APEI
ENSG US,ENSG
LL US,LL
SCU US,SCU
NFBK US,NFBK
TITN US,TITN
LRN US,LRN
ACBI US,ACBI
FOR US,FOR
SATS US,SATS
EBSB US,EBSB
CSII US,CSII
AWK US,AWK
V US,V
CFX US,CFX
FN US,FN
HCCI US,HCCI
CLDX US,CLDX
PM US,PM
HI US,HI
CCXI US,CCXI
ZGNX US,ZGNX
SWI US,SWI
ERII US,ERII
KKR US,KKR
VRS US,VRS
NX US,NX
CDNA US,CDNA
CDXS US,CDXS
IPI US,IPI
ECHO US,ECHO
MRC US,MRC
IOVA US,IOVA
LOPE US,LOPE
SB US,SB
BKI US,BKI
ATVI US,ATVI
TREE US,TREE
JBT US,JBT
RXN US,RXN
BERY US,BERY
MYRG US,MYRG
VRSK US,VRSK
AVGO US,AVGO
MDRX US,MDRX
GPRE US,GPRE
DMRC US,DMRC
CLW US,CLW
SLCA US,SLCA
ADUS US,ADUS
TXMD US,TXMD
H US,H
FTNT US,FTNT
KAR US,KAR
OMER US,OMER
RCM US,RCM
IRDM US,IRDM
GNRC US,GNRC
COWN US,COWN
CALX US,CALX
ST US,ST
CRMD US,CRMD
SPSC US,SPSC
CLPT US,CLPT
FIBK US,FIBK
APO US,APO
IRWD US,IRWD
PLOW US,PLOW
QNST US,QNST
STNG US,STNG
GDOT US,GDOT
CBOE US,CBOE
MXL US,MXL
ENV US,ENV
AOSL US,AOSL
FLT US,FLT
NPTN US,NPTN
AMRS US,AMRS
NXPI US,NXPI
FAF US,FAF
TSLA US,TSLA
AMRC US,AMRC
VPG US,VPG
VRA US,VRA
BWXT US,BWXT
HZNP US,HZNP
WD US,WD
CLAR US,CLAR
EVTC US,EVTC
PACB US,PACB
TRGP US,TRGP
SAVE US,SAVE
CSOD US,CSOD
CMRE US,CMRE
BKU US,BKU
PCRX US,PCRX
BAH US,BAH
REVG US,REVG
SUPN US,SUPN
KOS US,KOS
AL US,AL
HII US,HII
THR US,THR
SEAS US,SEAS
SXC US,SXC
ARMK US,ARMK
CHEF US,CHEF
MPC US,MPC
ZG US,ZG
PRTY US,PRTY
LIVX US,LIVX
HMST US,HMST
MSBI US,MSBI
RM US,RM
GRPN US,GRPN
VTGN US,VTGN
AMCX US,AMCX
ENPH US,ENPH
ASPN US,ASPN
TSE US,TSE
TLYS US,TLYS
ZNGA US,ZNGA
REGI US,REGI
PRLB US,PRLB
EPAM US,EPAM
BCEI US,BCEI
VCRA US,VCRA
MTSI US,MTSI
CHUY US,CHUY
MTDR US,MTDR
BCOV US,BCOV
LPI US,LPI
FBHS US,FBHS
FRG US,FRG
CG US,CG
XYL US,XYL
ENVA US,ENVA
GO US,GO
VVNT US,VVNT
AXGN US,AXGN
GWRE US,GWRE
NBHC US,NBHC
VAC US,VAC
ACHC US,ACHC
VSTM US,VSTM
PBF US,PBF
YELP US,YELP
FBIO US,FBIO
CPRI US,CPRI
TRIP US,TRIP
IGT US,IGT
GLNG US,GLNG
RCEL US,RCEL
EYPT US,EYPT
TPH US,TPH
JHG US,JHG
CBRE US,CBRE
BLKB US,BLKB
TRTN US,TRTN
SNDR US,SNDR
ALNY US,ALNY
NUVA US,NUVA
ANGO US,ANGO
UCTT US,UCTT
CNS US,CNS
LXFR US,LXFR
AQB US,AQB
LYB US,LYB
FRO US,FRO
ESI US,ESI
ALLE US,ALLE
GAN US,GAN
LPG US,LPG
ATH US,ATH
APG US,APG
NVT US,NVT
ACA US,ACA
IMUX US,IMUX
SNOW US,SNOW
IMAX US,IMAX
TRIL US,TRIL
LULU US,LULU
TNK US,TNK
